상품번호,그룹명,앨범명,멤버,재고,썸네일,옵션이미지,가격,포카마켓 이미지,충족 여부,원본 앨범명,표시,보유 재고,보유 재고 가격,보유재고 썸네일,보유재고 추가이미지,쇼피 스캔 등록여부,ebay 스캔 등록여부,shopify 스캔 등록여부,썸네일 완성여부,이미지 재생성 필요,ebay item id,ebay 보유재고 item id,ebay 스캔 item id,누적 판매 수,shopify_product_id,shopify 등록완료,이미지_승인상태,앞면,뒷면,joom 등록완료,joom product id
55219,BTS,WORLD TOUR ‘LOVE YOURSELF: SPEAK YOURSELF’- JAPAN EDITION COIN POUCH,SUGA,0,bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-thumbnail_0oB8t.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=d0de4786beb0154c6dfc993a74334e57eb900539f784421b907d0123f539d94e&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-suga-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-suga-option_XJn4p.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=629922cb4fe00495a7a250e0a15cfe1236d46afe34a7ddeedce81aaae18a9c0b&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_speak_yourself-_japan_edition_coin_pouch-suga-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/10/d533de87f7f24d9f8b484d4d4b7c38f7.jpg,FALSE,BTS WORLD TOUR ‘LOVE YOURSELF: SPEAK YOURSELF’- JAPAN EDITION COIN POUCH,,,,,,FALSE,FALSE,FALSE,,FALSE,3.06793E+11,,,,,TRUE,,,,TRUE,6a328e60ad9d3801075f1afa
39822,BTS,WORLD TOUR 'LOVE YOURSELF'~JAPAN EDITION~ MINI PHOTO CARD,Jin,1,bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail_vcNRm.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=8287862288506e493ac1dbb0e79115c5fcadb5b39b426079fc690192e13c3dba&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-world_tour_love_yourself_japan_edition_mini_photo_card-jin-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_japan_edition_mini_photo_card-jin-option_GiGF_.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=c66133823e502c13cf272e69939537fc84de2ef5d663425c021468794d3183f5&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_japan_edition_mini_photo_card-jin-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/06/ae8f613baaa648ff8ffac65a2905a484.jpg,TRUE,BTS WORLD TOUR 'LOVE YOURSELF'~JAPAN EDITION~ MINI PHOTO CARD,,,,,,FALSE,FALSE,FALSE,,FALSE,3.06804E+11,,,,,TRUE,,,,TRUE,6a600aa7c8491d0115c6891b
15214,BTS,Butter Peaches ver.,RM,21,bts-butter_peaches_ver-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_peaches_ver-thumbnail_amrp2.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=7fa071767d0137d4020323561620f23da9c688ff007a8c13613506f90163a02c&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_peaches_ver-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-butter_peaches_ver-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_peaches_ver-rm-option_20aTh.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=f2d27bb9bc57c189972b9ab91ab2d99478180fad232931ddde130c663706e8c9&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_peaches_ver-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/05/fbb42f0abbdd47a1b980e65173f57dd5.jpg,TRUE,Butter Peaches ver.,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06789E+11,,,,,TRUE,,,,TRUE,6a328c27ad9d3801075f04bc
16825,BTS,Butter POWER STATION LUCKY DRAW,RM,12,bts-butter_power_station_lucky_draw-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_power_station_lucky_draw-thumbnail_3cX5_.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090221Z&X-Amz-Expires=7659&X-Amz-Signature=da0c4f3c23c446590e307e0f0d7bdb89dee9ebc75c357a9369cc77be56f4272a&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_power_station_lucky_draw-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-butter_power_station_lucky_draw-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_power_station_lucky_draw-rm-option_PvyMf.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=fcb7f03b47df3495ba730524a3f8ca6cee74e837b9dd13b0e5225b2cf3862b64&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_power_station_lucky_draw-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/05/497c255d0fc7448c9b18ac1a2915106a.jpg,TRUE,Butter POWER STATION LUCKY DRAW,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06793E+11,,,,,TRUE,,,,TRUE,6a328c28d86c5601eb0289ed
16844,BTS,Butter POWER STATION LUCKY DRAW,SUGA,12,bts-butter_power_station_lucky_draw-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_power_station_lucky_draw-thumbnail_3cX5_.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090221Z&X-Amz-Expires=7659&X-Amz-Signature=da0c4f3c23c446590e307e0f0d7bdb89dee9ebc75c357a9369cc77be56f4272a&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_power_station_lucky_draw-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-butter_power_station_lucky_draw-suga-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_power_station_lucky_draw-suga-option_6nXpG.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=a9bde41b0ea902b6f5eb9bdffbd32d8ff569e0d647d9e29f494b25c4f3aa8c6e&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_power_station_lucky_draw-suga-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/05/3e723fb18c9740a18322f0b65fe62ae9.jpg,TRUE,Butter POWER STATION LUCKY DRAW,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06793E+11,,,,,TRUE,,,,TRUE,6a328c28d86c5601eb0289ed
82629,BTS,DICON D’FESTA MINI EDITION : BTS,RM,7,bts-dicon_dfesta_mini_edition_bts-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-dicon_dfesta_mini_edition_bts-thumbnail_XNTWH.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090221Z&X-Amz-Expires=7659&X-Amz-Signature=819948558dd7f897d44697ae5d8c9ea17db740014b4c19cf9fbf2d96e7fb4a00&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-dicon_dfesta_mini_edition_bts-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-dicon_dfesta_mini_edition_bts-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-dicon_dfesta_mini_edition_bts-rm-option_y-Ruw.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=f3f6b9a915109e13e9becc8577c5036b8ffe5fb7f4716ab164bb7ce5f0e77166&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-dicon_dfesta_mini_edition_bts-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/25/b1e9117da508482f8789891cbcb649ce.jpg,TRUE,DICON D’FESTA MINI EDITION : BTS,,,,,,FALSE,FALSE,FALSE,미완성,FALSE,3.06789E+11,,,,,TRUE,,,,TRUE,6a60094e1659df01ed375d1e
40987,BTS,Deco Kit,J-Hope,27,bts-deco_kit-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-thumbnail_RR4qM.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=fd1b19ba8d4f08140e13c333bb03f38f7a30a7eccca4be11d487839ad5319e81&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-deco_kit-j-hope-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-j-hope-option_ii8yB.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=66de3f11656a6116b14a27cfc4fb25e2f1acbd50cf9dc3f78a9f3f6b8ab2df6f&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-j-hope-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/12/22/01932002fa5844848eaa256d7cb512c4.jpg,TRUE,Deco Kit,,,,,,FALSE,FALSE,FALSE,완성,FALSE,,,,,,TRUE,,,,TRUE,6a60094b1659df01ed375cf7
40923,BTS,DECO KIT,JUNGKOOK,23,bts-deco_kit-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-thumbnail_RR4qM.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=fd1b19ba8d4f08140e13c333bb03f38f7a30a7eccca4be11d487839ad5319e81&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-deco_kit-jungkook-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-jungkook-option__US2n.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=afbef7a76bce4b4568a7642ad1741114b5bb1caa8d7da3782009c7f7fd7f96fe&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-jungkook-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/27/cf352c9b89c14f1eb396108516553d30.jpg,TRUE,DECO KIT,,,,,,FALSE,FALSE,FALSE,미완성,FALSE,3.06789E+11,,,,,TRUE,,,,TRUE,6a60094b1659df01ed375cf7
40979,BTS,DECO KIT,RM,25,bts-deco_kit-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-thumbnail_RR4qM.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=fd1b19ba8d4f08140e13c333bb03f38f7a30a7eccca4be11d487839ad5319e81&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-deco_kit-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-deco_kit-rm-option_8qrE1.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=ffffc699390c8d333708a19840154b9bf2aa66a6ad11c7304491b23b5e35d777&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-deco_kit-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/12/22/3ba12795be0746e4afb5ee1b3541fc79.jpg,TRUE,DECO KIT,,,,,,FALSE,FALSE,FALSE,미완성,FALSE,3.06789E+11,,,,,TRUE,,,,TRUE,6a60094b1659df01ed375cf7
14409,BTS,Butter BROADCAST,RM,3,bts-butter_broadcast-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_broadcast-thumbnail_JWn31.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090221Z&X-Amz-Expires=7659&X-Amz-Signature=43c07cbabe23239749f7d1d3e3ceb6363ffc057f075df7079824d31e04eb8794&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_broadcast-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-butter_broadcast-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/02/27/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-butter_broadcast-rm-option_3VSNz.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=f17d50c2b8bcb4353b5381cbefc543de1a9a571c59f6a9b23d0b1e7705611c6f&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-butter_broadcast-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/05/31e8ac0742594b39b0f0ccc71ad8bd21.jpg,TRUE,Butter BROADCAST,,,,,,FALSE,FALSE,FALSE,완성,FALSE,3.06793E+11,,,,,TRUE,,,,TRUE,6a328c1647afff017dae063b
17636,BTS,WORLD TOUR ‘LOVE YOURSELF: SPEAK YOURSELF’ THE FINAL MINI PHOTO CARD,RM,6,bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-thumbnail_3V59A.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=04d40642444e334a286b63f6696929b9c02fce235da09005d999cc5bff9db33f&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-rm-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-rm-option__XEH1.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=da01ac7aad9ccb7899e309a6ec2385b26897b7cb85248328f366c253e0b9fd5a&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_speak_yourself_the_final_mini_photo_card-rm-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/10/75ed7d811d604da4af4d2a6695b05d4f.jpg,TRUE,BTS WORLD TOUR ‘LOVE YOURSELF: SPEAK YOURSELF’ THE FINAL MINI PHOTO CARD,,,,,,FALSE,FALSE,FALSE,미완성,FALSE,3.06804E+11,,,,,TRUE,,,,TRUE,6a600a85ad3a7301fca05d48
35473,BTS,WORLD TOUR 'LOVE YOURSELF'~JAPAN EDITION~ MINI PHOTO CARD,Jimin,0,bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail_vcNRm.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090217Z&X-Amz-Expires=7664&X-Amz-Signature=8287862288506e493ac1dbb0e79115c5fcadb5b39b426079fc690192e13c3dba&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_japan_edition_mini_photo_card-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-world_tour_love_yourself_japan_edition_mini_photo_card-jimin-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/04/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-world_tour_love_yourself_japan_edition_mini_photo_card-jimin-option_yU664.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=1f5840acbccc450bb1ec2e315b3c240afdf270a5ee6e4bd0d6e9dd020565d757&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-world_tour_love_yourself_japan_edition_mini_photo_card-jimin-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2024/09/06/afe7a8e223074b7192dc9e4990626fed.jpg,TRUE,BTS WORLD TOUR 'LOVE YOURSELF'~JAPAN EDITION~ MINI PHOTO CARD,,,,,,FALSE,FALSE,FALSE,,FALSE,3.06804E+11,,,,,TRUE,,,,FALSE,
82590,BTS,DICON D’FESTA MINI EDITION : BTS,JUNGKOOK,8,bts-dicon_dfesta_mini_edition_bts-thumbnail.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-dicon_dfesta_mini_edition_bts-thumbnail_XNTWH.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090221Z&X-Amz-Expires=7659&X-Amz-Signature=819948558dd7f897d44697ae5d8c9ea17db740014b4c19cf9fbf2d96e7fb4a00&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-dicon_dfesta_mini_edition_bts-thumbnail.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),bts-dicon_dfesta_mini_edition_bts-jungkook-option.jpg(https://minio.techflow.kr/nocodb-attachments/nc/uploads/2026/03/09/95e10d305b82879e8a3f76755b00a7a987bd2a09/bts-dicon_dfesta_mini_edition_bts-jungkook-option_Hg25Y.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=minioadmin%252F20260907%252Fus-east-1%252Fs3%252Faws4_request&X-Amz-Date=20260907T090319Z&X-Amz-Expires=7601&X-Amz-Signature=fba4fdfc07d895d4a4e07301bd2510081d1ac628ea1d8f98f056fef24de93bce&X-Amz-SignedHeaders=host&response-content-disposition=inline%253B%2520filename%253D%2522bts-dicon_dfesta_mini_edition_bts-jungkook-option.jpg%2522&response-content-type=image%252Fjpeg&x-amz-checksum-mode=ENABLED&x-id=GetObject),,https://ndc.infludeo.com/media/photocard_blur/2025/09/04/21de3a106f954351a4c0dfb4a530c6b0.jpg,TRUE,DICON D’FESTA MINI EDITION : BTS,,,,,,FALSE,FALSE,FALSE,미완성,FALSE,3.06789E+11,,,,,TRUE,,,,TRUE,6a60094e1659df01ed375d1e
